,essay_id,full_text,score
56,c841d22,"I really enjoyed being a Seagoing Cowboy. It was a really good experience for me and I learned a lot along the way. I think anyone in for an adventure would be an amazing Seagoing Cowboy. You should really be a Seagoing Cowboy for these reasons.

One thing that made it really enjoyable was playing games with the other cowboys after we droped off the animals. We played things such as volleyball, table-tennis, fencing, baseball, and boxing. We also had a lot of extra time to whittle and read. Another thing that we had fun doing was seeing the amazing sights. I have been to an excavted castle in Crete, and the marvolous Panama Canal when I was on my way to China. The place that was most special for me to visit was the Acropolis in Greece. Another thing that was really special was taking a, ""gondola ride in Venice, Italy, a city with steets of water."" All of things are a really good experience for people. The last thing that was really interesting was working with the animals. I had some experience from helping my aunt Katie at her farm when I was a child. On the ship we have to feed the animals, give them plenty of drinking water, and clean the stalls three times a day.

Being a Seagoing Cowboy is a really fun job to have. I had a lot of good experiences along the way. Being a Seagoing Cowboy "" made me more aware of people of other countries and their needs.""",3
57,e026f3c,"Space is always going to be a mystery to us. We will never be able to explore all of our universe. However, we can stil hold hope that maybe there are other life forms out in space. So when ""The Face"" was found on Mars in the region Cydonia, many people were shocked, especially the public! Many people think that ""The Face"" is real, although the images resemble landforms here on Earth, the images show it is a landform, and scientists have checked the image and conclude that it is just another landform. This is why the face on Mars is just a natural landform.

Have you ever found a small object around your house and wondered; What is this thing? So you compare it to other household objects and find that it resembles something you have. This is exactly what scientists have done with ""The Face"". They weren't sure what it was exactly, but after careful evaluation, they found it looks just like a butte or a mesa- landforms that are found in the American West. This is why ""The Face"" is just a landform, because it is exactly like a bunch of landforms found lots of places. In the text it says, ""'It reminds me most of Middle Butte in the Snake River Plain of Idaho,' says Garvin. 'That's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars.'"" This statement shows how the Face is a replica of landforms on Earth, and how it is nothing more than that. These reasons show how the Face is nothing more than a ordinary, dull landform found on Mars.

Imagine this. You are about to look through a microscope to observe a piece of grass. Now without the microscope, you see an ordinary, green weed. However, when you take a look at the grass with a microscope, you can see all of the cells, and pigments, and structures that make the grass appear the way it does. Scientists have taken these exact steps in order to classify the Face for what it is, which is a landform. The images show the face is just a natural landform. Without a careful evaluation, the image looks like a real face. Likewise, when scientists went and examined the Face with a careful observation, they found that the shadows, and angles, and structures of the landform all made it appear as a face. In the passage it states, ""The caption noted a 'huge rock formation... which resembles a human head... formed by shadows giving the illusion of eyes, nose, and mouth.'"" This piece from the article stands to show that images prove the Face is a landform. Agree or disagree with me, the proof is in the pudding.

I know many people who want to point out others flaws, yet are blind to their own. I know any people who strut around boasting how wise, glorious, and flat-out amazing they are, but have nothing to show for all of their talk. I am sure you know atleast one person like this: we all do. However, when a rocket scientist tells you a picture of a Face is a landform, and has proof to back it up, chances are you will agree with them because you know they are wise and capable of finding the right answer. This is why the Face is just a landform, not only can scientists walk the walk, but they can talk the talk! They have evidence that shows the Face is a landform, ""Thousands of anxious web surfers were waiting when the image first appeared on a JPL web site, revealing... a natural landform. There was no alien monument afterall."" Stements like this can be believed becasue they are coming from intelligent people who know what they are talking about.

Whereas I know that the Face is just a landform, many people think ""the Face is bona fide evidence of life on Mars- evidence that NASA would rather hide, say conspiracy theorists."" While I can agree that a huge discovery like this might want to be kept a secret for a while in order to figure out what the next step would be, why would you not trust somebody who has an enormous amount of intelligence? Are you a rocket scientist? No. So why doubt one when they tell you that they have examined the Face and found it is nothing more than a landform?

The Face on Mars is a natural landform. Scientists have compareed it to other landforms on Earth, checked the images which show it is a landform, and scientists all agree that it is, in fact, a natural landform. Many people want to keep their hope alive by suggesting NASA wants to keep the actual evidence a secret, but at the end of the day, who know more? You or a Rocket Scientist? I think we both know the answer. Now, we might find aliens in the future, but for now we are yet to have any company in Space.           ",6
58,6e3bc7a,"luke was working two part-time jobs in a grocery store and a bank when his friend Don Reist invited him to go to Europe on a cattle boat. luke couldn't say no .he knew it was an opportunity of a lifetime. their was a world war 2 but is was over. Then they recover their food supplies and animals.44 nations joined together to form unrra ( the United Nations Relief and Rehabilitation Administrtion). I think that Animals need to be care of because thy needfood water and family to stay with. Some animals need to a vet because the dont fell better and doctors need to make them better. And people can adoppte them to have a home.

people should join the program because people can learn how to love an animal that u have seen befor or not seen befor in your life. Or new Animals that are new thatpeople have never seen before Animals need to be feeded because without food they cant live for ever they can die . and their babys need to find food by themself. Without their mom's and dad's to find for the baby's to grow up like them                                                   ",2
59,b9d893c,"Technology has advanced enough for a computer to recognize a person's emotions just by watching their facial features, one such invention is the Facial Action Coding System. If that is the only way to recognize a person's true feeling then one might as well use their own eyes. Of course, our eyes are not always inept to specific details, which a computer will help advance, but if recognizing a one's emotions in the classroom is important, one should just learn the specifics of reading emotions to surely understand what a student is feeling.

If one's emotions in the class room are plainly obvious to a computer, then they should be easily recognizable by the teacher. The passage states, ""the facial expressions for each emotion are universal, even thorugh individuals ofter show varying degrees of expressions."" With that in mind, students should show a clear expression, such as when one is bored or confused, that is recognizeable to everyone around them, including the teacher, making the the Facial Action Coding System an irrelevance.

The Facial Action Coding system may also be flawed when recognizing emotionaless expressions. When analyzing a person's facial expression, ""each expression is compared against a neutral face (showing no emotion)."" Which means that the computer will not be able to read a person's emotions if they hold a straight face. In this case, the recognization ablilities of a computer is unnecessary, for in order to recognize that individual's emotions, another person must know how that individual expresses their emotions such as their actions or words. However, the passage states that ""most of us would have trouble actually describing each facial trait that conveys happy, worried, etc."" In other words, the Facial Action Coding System is helpful when our eyes fail to decifer a stranger's emotions. On the contrary, in a classroom, a teacher should gradually and instincively, learn to recognize the emotions of his or her students without the use of a computer.

Recognizing a student's emotions cannot be solved due to the development of facial recognition systems, such as the Facial Action Coding System. In order to read a student's emotion, it is necessary to understand the student's personal expressions or actions that come from certain emotions. Although a computer can recognize these expressions, it cannot not always be useful if one's expression contradicts the normal facial expression, or an expression is not even shown on their face. Nevertheless, it is not necessary to use a computer to recognize a person's emotions, for it takes a person to know a person, even without a computer. ",4
60,0a0f8b3,"My position on driverless cars is that they should be used when needed not all the time. They are not as safe as people think they are for the fact that they cannot think for themselves. They will have to have way to many sencersto be able to try to keep every one safe. Safty is a big concern because of all the sencers that are there and one of them go out the othere sencers cant see that spot so if something were in that spot then they would have died.

Some people think smart cars are going to be the next big thing but i dont hink so safty and money are way out of the safty range at the moment and i dont think it is a very good idea because where are you going to get all the money to buy a smart car, I know i would not have enough money for that because i dont have money for a regular car at the moment because wll i just got my job. Just take a minute and think would you want your child playing on the street and this driverless car comes through that same street and the sencer on that part of the car is not working and it does't see your child and runs he\she over?

So in conclusion, Smart cars are not as smart as they seem. They will not be cheep cars to have and if they get themselfs into an accident think of all the money that you would have to

put into it to fix all of the damage that it would have caused itsself. Think about the insurence bill if it accidentaly kills someone because one of the sencers were out. I think that they would bee good to have if you are sick but not any other time i think it would be stupid to even try to have them but that is my opionion on the matter i just wouldn't buy one because i do not wat to be responsible for something tragic happening to anythingor anyone.    ",2
61,47d7ad3,"In this article the author is explaining why venus is a worthly persuit and for the most part does not great. In the first paragraph the athour doesnt include a claim of why Venus is a worthly prusit despite the dangers it has . But instead gives information on Venus, so that the reader has a good idea of Venus and to understand the dangers of Venus. Like

"" Venus is the second planet from the sun""(paragraph 1). Also he the author does the same thing in paragraph 2.""often referred to as Earths twin ""twin,"" Venus is the closest planet to Earth in terms of density and size""(paragraph 2). And continues to do the same in paragraph 3 by just giving more information on Venus and why is is dangerous.

Its not untell paragraph 4 that the author gives a claim on why Venus is a worthly pursuit despite the dangers wich is . "" astronomers are fascinated by Venus becuase it may well once have been the most Earth-like planet in our solar system"" (paragraph 4) and this is not a strong claim becuase this claim is not strongly supportingthe authors idea that studying Venus is worth it. But incudes evidence fro paragraph 2 about how earth and venus are referred to as ""twin"" . But in paragraph 8 the ator says ""venus has value , not only becuse of the insight to be gained on the planet itself , but also because human curiosity will likely lead us into many equally intimidating endeavors""(paragraph8). thius feels like a stronger claim that could help explain why Venus is worth studying.

In the rest of that paragraphs the author does the same thing as in the first few paragraphs witch is just layin down more information on Venus. ""'At thrity-plus miles above the surface, temperature would still be toasty at around 170 degrees fahrenheit, but air prussure would be close to sea level on earth"".( paraghraph 5) and this just helps the reader unstand why it would be hard to go to Venus. Venus is worth studying becuse curiosity will likely lead us into doing so and we will gain great insight on the planet aslo possible find something new ,and our travels/explorations should not be limited by the dangers Venus aposes. ",3
62,9ff1dec,"Dear Senator,

Electoral college may be a despised method to some people but it has been the system established by our founding fathers and remains until this day. It may not be perfect but every method has its flaws, including popular vote, respectively. The popular voting system is not the best method since it can end up not defining  certainty of the outcome. Electoral college has prevailed until this day and it should remain this way for the United States of America.

Although electoral college may be called outdated, irrational and unfair (Brandon Plumer 14). This isnt true because if it were so outdated and unfair it would have been substituted or changed by another system but it has remained because of its effiecency. This system is certaintly not unfair because  as stated in a article by Richard A. Posner,he explains ""each party selects a slate of electors trusted to vote for the party's nominee (and that trust is rarely betrayed)."" As for the irrational portion of the opposing view, as stated in "" in defense of the electoral college..."" article has mutiple reasons but one of them is ""The Electoral College requires a presidential candidate to have transregional appeal.""

No region (South,Northeast,etc.) has enough electoral votes to elect a president.""

The single best argument against Electoral College may be called ""the disaster factor"" as claimed by Brandom Plumer in his article opposing the Electoral College. Certainty of Outcome is a strong point for Richard a. Posner in his article defending the electoral college and carefully states ""A dispute over the outcome of the Electoral College vote is possible-it happened in 2000-but it's less likely than a dispute over the popular vote."" He (Richard Posner) also reminds the reader that the  Electoral College avoids issues in elections in which no candidate receives majority of the votes cast and there is no pressure for a ""run-off election"" when no candidate wins a majority of the votes cast.

Another factor brought to our attention by ""the indefensible electoral college..."" article is that since the Electoral College uses the winner-take-all system in each state, candidates dont lose time in states they are most likely to not win in and they focus mostly on ""swing"" states. Although the ""swing"" states system is used, it is simply utilized becauseit induces the candidates as seen in 2012's election. But the voters in toss-up states are most likely to pay more attention to the campaign, and it is decreed that the most thoughtful voters should be the chosen ones to decide the election.

Ultimately with all the information cited it is quite obvious which option is best for the U.S. Electoral College may have it's cons but the pros outweigh it. This is not a new method. It was defined by the Founding Fathers that wrote our constitution that has held our country in unisom until this day. Now in 2015 it is still the leading force in the government and should be kept that way. the Electoral college is the best suited for America and should'nt be altered.

Sincerly,

A future voter                                                               ",4
63,0642363,"I believe that driverless cars are a bad idea. There are issues that can be seen to cause problems. The idea of a computer doing something for you takes out the factor of doing it yourself.

If a computer beggins to start to do the work for us when wont have any work to to do which, sounds beautiful but, in reality can become a disaster. If we let a computer do something for us like drive, then we can end up never learning things like driving which is a huge part in the dalay teens life. I am a teen and I believe that if I were to be given a car that drives itself i would never use it for the simple fact i dont get to use what ive learned in drivers ed to use.

I could go on with many issues with this idea. Like, if a computer were to mess up and wreak the car who would to be at blame? Would it be the driver or the manufacturer? These are some issues that could efect people.

I just believe that cars that drive themselves are would become a bigger issue then what people think. Other people can think their oppion on the subject. But, that is just my personal oppion.",2
64,1b01352,"Driverless Cars Are The Future

Would it be beneficial to having cars that drive themselves? Driverless cars would influence and benefit the world greatly. These modified vehicles would benefit society by providing easy transportation, including safety precautions, and helping the eldery and disabled.

Driverless cars would provide easy transporation by the user would get in the car and the car would drive to where it's programmed to go. The user would just have to sit back and enjoy the ride while the car did all the work. This would make for a easy and relaxing source of transportation.

Furthermore, these high tech vehicles would include safety precautions. They are said to have seats that vibrate or annoucements on when the driver should take over. These cars would also include many precautions and feautures that would appeal to the buyer of the car. Driverless cars would not be allowed to be sold if they did not come with verified safety precautions.

In addition, driverless cars would benefit the lives of the elderly and disabled tremendously. Some elderly and disabled people do not have the freedom of driving. They may be prescribed by a doctor not to or they might not be able to see as well as the average person. Therefore with the new innovation of driverless cars they would have the opportunity to drive as well.

In conclusion, these modified vehicles would benefit society by providing easy transportation, including safety precautions, and helping the elderly and disabled. Technology is getting better and better everyday and these vehicles will be here before society realizes it. These cars will indeed benefit the world for the better.           ",3
65,a21be1a,"I do not see this how a great idea because how this is going to help us?, probably we do not even want to know if we are sad or not or a computer telling if I am sad,happy ,angry,or whatever.

Unless if they saw me that i am confused when i am taking a test or doing something that i do not,they are not going to help me and that is for sure.

That is why i think its innecessary.

How can u say that this is true or this would happen? ""A classroom computer could recognize when a student is becoming confused or bored"" maybe in the future this would happen but it is not going to help me because,my teacher is not going to change the questions because he see that i am getting confused or anything like that.

In conclusion inneed a computer can tell me if i am happy, sad,confused, or whatever but it noy going to helpe me to feel better so it not going to work.",2
66,0318358,"Driverless cars would be cool, but they're not safe enough to have around. The drivers have nothing to do, the driverless feature in the car could get messed up, or even the things that alert the driver that it's their turn to drive. There are so many dangers to having driverless cars, this is just a few.

For example when all the driver has to do is sit there, it will be takenadvantage of. People could fall asleep at the wheel and not be able to take over the driving when they're needed to. A lot more messing around would occur so the driver would not be focusing. Drivers need to stay focused on the road so everyone can safely arrive to their destination.

Never know when the driverless feature could have a glitch or break down. Cars break down all the time, what's any different about the cars systems? Nothing, these cars could have been manufactured incorrectly. The GPS could also stop working or hit a glitch and you could end up 20 miles away from where you want or need to be.

Imagine. You're in your driverless car, somethings coming up that you need to take over for, but you're just talking away and having a big jam session with all your friends. Your car means to alert you but the system is broken, the car keeps moving but it thinks you're driving, you hit a construction worker. Now you have a huge fine to pay plus you have to get your car fixed.

With these new driverless cars their drivers aren't going to be paying enough attention, your car glitches out, or you're to busy having a jam session with your friends. So many things could go wrong. These cars would be teaching the youth they don't need to pay attention, the car will do it for them. All in all driverless cars are not safe and should not be developed.",3
67,4bb4988,"I believe that having facial recognition technology in a classroom would be beneficial to everyone involved. It would allow for the students to be put back on track if they are distracted or bored. It would also aide the teachers by giving them feedback that they might've never recieved before. Lastly, as a domino effect, it would help the entire world because we would be making the education system for our future a lot better.

Firstly, if we had facial recognition technology in the classrooms, it would allow for our students to recieve a better education. For example, a student is in class one day and a teacher is giving a lecture that they are just not interested in or don't quite understand so that student's mind begins to wander because they are bored. With the facial recognition, that student would be detected as distracted, bored, or even confused so the teacher can make adjustments to the learning space and/or the way that the material is being taught. This technology would help the students who would normally be confused and too shy to say anything, recieve help and better understand what they are having issues with.

Secondly, this facial recognition technology would be very helpful to teachers who would work with it. They would be getting direct feedback from the class without them even having to say anything. If the class is confused, the teacher can work around the confusion and readjust. This would ensure that students achieve the most information possible and would, therefore, make our teachers and the education system a lot better.

Lastly, I believe that the entire world could benefit from this technological advancement. Our world is changing and adavancing technologically very quickly and we have to be able to keep up. As the world gets smarter, we must get smarter with it. Better technology in the classroom means better learning which means even better, smarter pupils. Any technological advancement that makes our future doctors, surgeons, lawyers, etc. smarter then, I believe, must be put into use right away. We would be securing our future as a nation.

To conclude, the implementing of better technology in any form would be very good. Everyone would benefit from this technology in the education system. That is why I believe that it would be very valuable to implement the technology talked about in this essay in the classroom.      ",4
68,6a13512,"car usage should be limited across the world there are many free car citys. After days of near record pollution, paris enforced a partial driving ban to clear the air of the global city. paris ban driving due to air smug cars are the cause to air pollution today. passenger cars are responsible for 12 percent of greenhouse gas emissions in europe. If we keep using cars as much it will hurt us in a long run. Are enviroment and the air will not be healthy to breath people will die it will be a huge break out then we will not be able to drive cars.

car free day is turning to a big hit i Bogota in a program that set to spread to other countries. millions of colombians particapated in the event. It was the third stright year that cars have been banned with only buses. The goal is to promote alternative transportation and ruduce smog. people that does not listen and violators faced $25 fines. no0w people are hraing abouty the cause of less driving and diffrent cities are joining in on the fun.

Internet is a big part of why people have stop driving because people fill like they can use there social life to communicate with people instead of getting in there cars and going places to meet up with their family or peers. As of april 2013 thge number of miles driven wentr down 9 percent below the peak and equel to where the country was in january 1995.

Another benifit of limiting car usage is that it will benifit the health ofd citizens citizens both mentally and physically. in the german subborn of vauban, citizens have given uup their cars. A resisdent there says "" when i had a car i was always tense. Im much happier this way,"" Said Heidrum limiting car usage also limit the frequency of trafic jams, accidents, and unfriendly drivers in a hurry along with the stress and frustration that accompany them.

in sumation, a life with out cars mean a healthier, longer lasting planet so every one should particapate we should wanna help the planet not destroy it. This could help everyone in the long run dont have to worry about smug or dangerous air that could kill you. please spread thge word that less driving is very important and cvan save the enviroment. thats the eavantages of limiting car usage for you and me can live a healthy life and dont have to worrie about pullutin and we could breath fresh air.    ",3
69,17a53de,"On May 24, 2001, NASA found something funny on Mars. The Viking 1 spacecraft was taking photos of possible landings sites for Viking 2. During that time, it spotted something that appeared to be an enormous head. It looked like an Egyptian pharoah, but turned out to be a regular, old mesa. It is still debated whether it was created by ancient Martian life, or whether is was just another regular landform on Mars.

My fellow co-workers and I thought this was incredible. We had just found something that could have proven ancient life on Mars. It turned out that it wasn't. Later, we figured out that it was another regular Martian mesa. We were so excited when we thought we had just found proof of earlier life on Mars. We thought we had just made one of the greatest scientific discoveries there has ever been. We were joyful when we saw the Face. We thought we found proof of ancient alien life without even looking for it.

Some people think that the mesa was actually created by aliens. In paragraph 5, it says that people thought NASA was just trying to hide all of the information. To be honest, we were hoping it was proof of alien life. We wanted to find proof of alien life. Why would we hide that information? That just doesn't make any sense whatsoever.

The Face is just a landform. In paragraph 2, it says that Marian mesas were common in the area the Face was in, Cydonia. Also, the shadows were the only things that made the Martian mesa look like an Egyptian Pharaoh. All that says is that a landform could be lucky and have some features that amde it resemble someone. Plus, how would Martians know what a Pharaoh looks like? They would be from Mars and not Earth. They most likely don't know anyone that even looks like an Egyptian Pharaoh.

In conclusion, the face is just a natural landform. It may look like a head, but that is just because of the unusual shadows that the mesa has. If my co-workers and I thought this was actually proof of alien life, why would we hide it from you? What is the point in hiding that kind of information? I'll leave you to decide that.   ",3
70,afe183e,"Making new discoveries can be hard at times. Especially if there are a lot of obsticles that are in the way, it can be quite difficult. We have an entire universe to discover, such as planets that can be further looked into. The planet Earth has two planets that are very close at times. One of which we already have looked far into so why not look into the second planet that is closest, Venus.

Venus is a planet that we are able to see from Earth, even if some of us aren't professional stargazers. This planet is very close to us at times and is why it can be somewhat easy for us to see. From what we have been able to see from this planet, is that Venus is a, ""cloud draped world."" As we have looked father into it, NASA can tell that there are mountains, valleys, craters, and also has rocky sediment. The look of Venus has similar things as Earth does. The way that Venus looks, it seems that it would a cool and different place to live.

With every good thing comes a bad thing. Venus looks like it would be a good place to live but also has some flaws. The spacecrafts that have gone have been unmaned. It's good that they were because Venus gets very hot. Although Mercury is closer to the sun, Venus still gets hotter. The reasoning for this is because of all the gasses that are surrounding it.

Having another planet that we could be able to go to would be extrordinary. With technology always evolving, I have no doubt that we will be able to visit Venus one of these days. Since we are always evolving, we could find ways of being able to go to Venus despite the dangers. If NASA has been able to go to Mars, then in a matter of no time we should be able to go to Venus. Venus could be the second Earth, we are twins in terms of density and size.

I think that what the author was stating in the passage could really be put to use. Even though there might be a few flaws along the way, I think that we would be able to go to Venus if we kept persuing it. If NASA is always looking into new ways of spacecrafts going to Venus, they could find a way for the spacecraft to safely go there. After that then they could look into more things on Venus and make new discoveries. Venus would be a great idea to keep persuing.",3
71,9401d26,"Luke Bomberger has went to Europe on a castle boat witch was an offer he couldnt say no to, witch begins the journy of how he came to be a ""seagoing cowboy"".

Luke has crossed the Atlantic Ocen 16 times and the Pacific Ocean twice to help people in harm and in need from the war, witch he states ""Im grateful for this opportunity."" ""It made me more aware of people of their countries and needs.""

""It took two weeks to cross the Atlantic Ocean from the East coast of the United States witch had been a ship filled with horses having to be feed every hour but it was all worth it to help the people in need, and after unloading they have all the time to play basketball, tennisse, volleyball, table tennisse.

Even though luke had to work hard he had the benefit of seeing Europe and China , witch has an opportunity of a lifetime for people to see places just like Luke Bomberger did and opening up your eyes to the world.",1
72,a875d6a,"Dear, senator the Electorial College should be riden of. The people do not have much of a vote. We actaully vote for our candidates electors, the defenses of the system is wrong, and the winner-take all system is unfair. The people should make their own decisions and not be fooled about it.

We are told our vote counts. We have been fooled. We do not vote for the president directly. We vote for the state of electors who elect the president. These electors are our candidates electors. The electors could turn the other way and vote for the other candidate. It almost happened in 1960. The Office of the Federal Register states that the Louisiana legislature almost used new electors for the Demeocratic electors who would have opposed John F. Kennedy. He would have not had a popular vote. So, ask yourself, who do we really vote for?

The defenses of sytems is a joke. The most popular vote of a candidate should be who wins. The Office of the Federal Register described a situation in 2000 Al gore won the popular vote, but lost the presidency. It is a shame that this can happen. Now, ask youself, why can we not have the say on who is president?

Candidates do not spend any time in states they think will not win due to the winner-take-all system. Their main focus are on the ""swing"" states. As if we do not matter. The Office of the Federal Register says in the year 2000 campaign seventeen of the states did not see the candidates, and twenty-five of the largest media markets did not see a campaign add at all. Again, think about it and ask yourself, do we really matter?

It is not fair that we are underminded and fooled. we should have a say and not the electors. The people should have the power. The electorial College is outdated and should be riden of. It is our time.                            ",3
73,c34b128,"Do you think it would be valuble to use the Facial Action Coding System is a technolgy that read your emotions and read it off with a percentige here is an example as it says in th first pargraph she is 83 percent happy.9 percent disguested,6 percent fearfull,and 2 percent angry. The process of the FACS is th computer constructs a 3-D model of the face all 44 major muscles in the model must move like hummans muscle's.

Dr. Huang relies on his work for pschologist such as Dr. Paul Eckman creator of FACS Eckman has classiflied 6 basic emotions such as happpnies,surpise,anger,disgust,fear, and sadness. Anf then associted with characteristic's movemnet's for ecample your frontails pars latrerails muscle's raises your eyebrows when you're surpirsed your'r orbiuclas oris tight your lips up show anger.

""The Facial expression for each are univesal""' obsevers Dr. Huang ""even ttrough indivduals ofeten show carry's degree of expression like not smiling as brodly well using a video, in a real life face or in a paiting by weighinh the diffent units the software can even identfy mixed emotions as in Da vincis master pice each expression is compared to a neutral face.

Yes but no do i think this is valuable because i feel like my emotion's is my personal problems but if pschologist are using it to hep kids and people then yes i belive it is very valuable.",1
74,54154e6,"I believe that driveless car are not good at all because we will have nothing to work for. But at the same time there are postitive effects and negative ones as well . Driverless car would make a huge change in our world today. There would be alot less bad things happening if they were driverless. People wouldnt have to go through the trouble to push the gas to make the care go or anything.

The postitive effects of turing to driveless cars are very high. People want this to happen so they are going to try to find all the positive thing about it and let other people know. The cars that Sergey Brin are creating would use half of the fuek that todays taxes and offer more flexibility than a bus. The cars have been driven more than half a million miles without crashing but the thing about that is that google care arent truly driverless. The cars still alret the driver when they are pullin gin and out of driveways or dealing with traffic suchas getting aroung roadwork and accidents.

The good thing right now is the cars are not completely driveless becuase you can steer, accelerate, and brake themseleves, but they are still designed to tell the driver that the road ahead requires them to something like get through work zones and around accidents.

There are many negitive thing to having driveless cars as well such as making sure that the automatic will happen at all times. What if what its suppose to do doesnt work out and then you do something else and you hurt someone or yourself.

The person would have to stay alert at all times just is case it doesnt do what its suppose to do. Even though its a drive less car you still have to keep your hands on the wheel at all times so you could not do anything that you wanted to do. They said that you had to take over when the car gets into situations and i dont think that is fair becuase its suppsose to be all driverless.

Some thing make me think that driveless cars are good but I don't agree at all. I feel like you have to put in just as much work as you do now to dirve the ""driveless"" car. You shoudn't have to keep your eyes are the road at all times because its suppose to do what it is suppose to do when its happening. The article said that it will cause less wrecks and i disagree becuase if people are doing what the are suppose to be doing you can get in a wreck so easily. I think that we should be able to control it whenever it is needed. If people dont want to us the ""driverless"" car they should be able to have an opition to turn it off and on.       ",3
75,43c598e,"In this essay its all about Venus and how hot it is and what it would be like to live there and what it would take to live there. So im going to start off by saying in my opion that it would not be fun to live there because of how hot it is. Despite the dangers in this artical it explains how hard it would to be there becuase of the sutdys of how the scients.

Even tho that it looks like a cute little star from where we see it on planet earth. This planet can reach the tempature of 800 degrees Fahrenheit thats pretty

hot if you think about it. It takes up to about 350 to 450 degrees Fahrenheit it make an average pizza at home now think of that twice as hot. Because thats the only the average tempeture on the planet. And did you know that Venus is the clostest planet to u. Its also the next planet we go to for us to live on if we ever get that far in science. in my opionn

i think that we will eventually get there now i dont know how long it will take us but i firmly belive that we we will get there. Venus is also known as earth twin. Because of terms of density and size. But we can't forget about our nerighbor by the name of ""Mars"". but the weird thing is that we all orbit the sun at differnt speeds. some cool things is that we have sent mulitple things to venus called ""space crafts"" but the sad thing is that non of the space crafts have lasted any longer than a acoulpe hors on venus. That is why we have not done any unmanned missions.

The planet venus has almsot 97 perdcent carbon dioxide blankets. a couple rason why i dont think that we could live there right now is because. the atmsopheric pressure is 90 percent more higher than the earths is!!! So this means that the things on planet venus are way more extreme than anything we have ever encounterd here on earth. Back to what i was saying with the tempature it is has the hottest surface in our solar system. A fun fact about venus is that it use to be fully covered in water which is kinda weird if you think about it because its the hottest surfaace a plantet surface has.

What im trying to say is that Venus would be so cool to live on but would also be really akward to live on because of how hot it is we would prolly have to wear hot suits to stay alive but i dont think ill be alive by the time we get thre because we cant even send machines there for a couple hours without them breaking so hopefully in the future we will be able to because it would be such an expirence for someone to live there and just be able to feel what its like to live on another planet.             ",3
76,371c937,"In May, 1976, Mars became the center for many conspiracy theories and research for alien life. A picture of what seems to be a huge head in a rock formation was unveiled, and immediately started to sway people's minds that there might be alien life on Mars. Some took this belief way too far. However many conspiracy theories are claiming that the martian mesa in Cydonia is a sign of alien life, none of them are correct. In all truth, it is just another naural land formation on the desolate planet.

When a picture of the mesa was first unveiled to the public, it made so many people believe it was a sign of life on Mars. NASA claimed that is was just a normal rock formation, and was confirmed in 2001 when they took another picture with newer technology, revealing a big mesa with a few craters. People still don't believe NASA that it is just a crater. If the mesa was a sign of alien life, NASA would benefit greatly from it. So when people say that it's a sign of life and NASA knows about it, that's so incredibly wrong because if it was, NASA would be there right now with a rover, exploring the strange sign. NASA has done extensive research on this, and have found no life, while people are claiming huge things like this without doing any research, so it is very hard for anyone to believe them.

The next photo, taken in 1998, of the mesa reveals nothing but a natural landform. When the picture was taken, there were some wispy clouds over the top of it, which made some people believe alien markings were hidden by haze. Even though there is a slight haze over the mesa, there is no way a slight haze could hide alien markings the way some people belive. Even with the haze, the picture is still much more clear than the original photo from 1976.

The newest, and most clear picture is from 2001. It was a cloudless day this time when the Mars Global Surveyor passed over the mesa and snapped a picture of it. The picure was taken using the highest resolution in the camera's capability. This type of quality photography allowed for us, back on Earth, to be able to see if there were even smaller objects on the mesa, like airplanes or small shacks The picture revealed, once again, that there is not really a face on the mesa on Mars. The conspiracy theorists are still coming up with ways to try and find a way to make NASA seem like liars. After 25 years, it still didn't work.

After 25 years, and 3 picture all concluding that the mesa has no sings of life, people are still talking about crazy ideas of life outside of Earth. While there is a possibility of life outside of Earth, there is definitely none currently on the mesa that has created so much controversy, for such a long period of time all around the world.                ",4
77,613f390,"Making cars that are driverless will not be a good idea because there are many troubles that comes with it. Many people think that by making driverless cars they are becoming safer. People does not need driverless cars to become safer. They just have to obey the law and do what's right. They should obey speed limit signs. Just because there are driverless cars does not mean that everyone is safe.

There are a majority of people around the world who uses cars that needs a driver. If we change that then we will have to change the whole world. Just because someone bought a driverless car does not mean that everyone is going to buy it so that still puts people in danger. Humans will also get bored when they don't get to drive anymore because they are so use to driving. The article stated,"" Wouldn't drivers get bored waiting for their turn to drive?"" This is telling us that ""if"" driverless cars are invented then drivers would eventually get ""bored"".

One of the things that teens looks forward to in life is geting their learner's permit. It gives them a sense of freedom. If driverless cars were introduced, would we still need to take our driver's test? Driverless cars would crush the dreams of many teens because now they will not have the option of driving themselves. The reason that a teen looks forward to driving is because it's fun and they have a sense of freedom on the places that they want to go.

We should not develop any more driverless cars because it would take away our freedom. The car could also become disfunctional in the middle of a highway and that would be a huge problem if no drivers are there to take over. We would also have to replace the world with driverless cars if we are going to keep on developing it because just a few cars will not make a big difference. We also have to realize that we are taking away the happiness of many teens because they will not have the option to drive. Many drivers will also become bored when they have nothing to do. We should stop the development of driverless cars. ",3
