,essay_id,full_text,score
10,591c12a,i am cristal and well the idea of smart cars is pretty awesome i am aware of the driverless cars malfunctions and the defects it has i believe that it is a great idea and should be inforced the car has many great features that can help us be safe and have lower fuel prices we could make the future better and safer even though the price of the carand the road work that needs to be adjusted will be expensive but will be totally worth it first of all i agree with the making of the car it is a great invention for the future it has good perks of course such as not driving being quite safe being able to text without drivingand it also would reduce the fuel of a normal taxi cab to about one half the smart cars have driven more than half million miles without a crash this is saying that the cars have driven far without causing any accidents secondly the cars have positionestimating senors gps receivers radar sensors motion sensors d model of the cars surroundings all of these things that the car has are more than enough to be great on roads the good thing is that the smart car would be able to take you anywhere you desire i think it would be a great idea if your a begining learner and dont have that much expiernce and or if you are under the influence of alcohol it is a good car for thoes who like to text while they drive you will finally be able to text without killing yourself or getting pulled over by the police you will be able to return home or to your destination safely it uses less fuel which is great we wont use all of it and have to raise prices on fuel if we use less the car will be pricey and all of the new work that would have to be done to the roads all over the world or country but dont you think that your life would be more safe if your not in conditions to drive then isnt car is the best idea in conclustion i cristal believe that it would be a great invention for the future you will be safe getting to your destination its great for the economy of the people and its safer than one driving it will be expensive but in the end it will all be worth the price it took to make the car and to do all hard work on the roads to make the world a better place our life is in great hands will the smart cars that will soon do a great job taking us places,3
11,c25501c,in todays society when people are asked if they would give up their cars they would be shocked no would be the most common answer however the advantages of limiting car usage are great general stress decreases and polution to the environment also decreases people are not only helping themselves but also helping the ecosystem stress everyone has it but what if it could be decreased just by using personal transportation less in germany there are certain communities that ban car usage no cars are allowed inside the city street parking driveways and home garages have become obsolete one citizen of one of the towns said when i had a car i was always tense im much happier this way in german suburbs the anxiety one gets when driving a car is almost unreal most kids and up now just do not get their licenses just because the thought of driving scares them citizens of cities that have just one day where cares are prohibited such as bogota colombia love that singular day out of the year most say its a good opportunity to increase mental health carfree day is spinning into a big hit in bogota stress not only is awful for mental health but also physical of those who have high levels of anxiety or are exposed to it are tired all the time often feel weak or sometimes may even cause heart issues the number one reason people have stress is by driving so using cars less is the best way to decrease stress and promote good mental health most people that read or watch the news know that the environment is hurt and that the human population is at fault how excess usage of motor vehicles as stated in in german suburb life goes on without cars passenger cars are responsible for of greenhouse gas emissions in europe and up to in some carintensive areas in the united states these statistics are horrible paris france enforced a partial driving ban to clear the air of the global city after days of nearrecorcd pollution rates paris bans driving due to smog not only was nature being hurt but the population of france breathing in smog is unnatural thehuman body can not take that many polutants and so it tries to fix itself in doing this lung cancer rates rise pnumonia rates rise diseases in general become more abundant paris took action when enforcing the driving ban congestion was down in just five days the only partial solution to this rising amount of smog is to decrease driving rates and to use deisel gas less i hate this test so much why am i even writing this i feel like a robot just going through the motions and its your fault i blame you rome was not built in a day so getting state legislatiors or even government officials to agree on a partial driving rule may take a while however citizens can spread the word of the evils of driving you dear reader can fix this problem try carpooling to work riding your bike to places near you instead of driving do what you can to reduce polution and stress influence your friends and family to do the same together we can rase awareness of the evils of driving together we can rule the world,4
12,0f1ab9c,i believe that driverless cars are not a good idea they have the potential to be very beneficial but there are many complications driverless cars are expenzive cause liability issues and may not be safe for all of the passengers driverless cars have many parts to them they contain lots of technology and different types of sensors a gps receiver and a camera near the rearview mirror self driving cars require all of these things and more in order to be able to drive around the same skill level as a human driver and to be semidriverless all of the technology required to build these cars will make the cost of these cars very high and not very affordable technology is not fool proof and neither are humans both make mistakes and legally you would have to be able to answer the question of whether or not the person in the car that is driving is the one at fault in an accident or if it is the fault of the technology and the manufacturer at the moment these cars are only semiautonomous and require a human to be in the car and ready to take over in case problems arise if the driver isnt able to avoid an accident because of the cars technology then whos fault is the accident safety is another important concern will fully autonomous cars be able to react quickly enough to prevent an accident that a human could have avoided i think that semidriverless cars are a better idea than fully driverless cars as technology can fail or malfunction and that can put all of the passengers in the car in a dangerous situation having an alert human driver that is able to control the car at any point and time would be important for the safety of the passengers i do not think that having cars that can drive completely by themsleves is a good idea it would be very expensive and they would not be available to everyone because of cost problems there is always going to be oppurtunity for the failure of technology in these cars and that can cause not only liability and legal issues but would also raise saftey concerns for those riding in them,4
13,4183f2e,many people have tried to predict what are other people feelings with a look on their face but usually we are not always correct or cant even describe what are feeling well their is a software that can tell what people feelings are with just a look on their face which is called facial action coding system facs this software can read different kinds faces in imagines and real people like students in classrooms i think it is worth the value of using this technology to read students emotional expressions the famous painting of mona lisa shows no kind of actual emotional expression but the software can pick up different kinds of emotions shes percent happy percent disgusted percent fearful and percent angry paragraph all of that we could not describe without the machine and knowing that the machine works they can use it on students in classrooms teachers dont usually know when students are confused bored or having other emotions they can use those softwares in classrooms a classroom computer could recognize when a student is becoming confused or bored paragraph that way teachers know what do when students ethier confused or bored that new technology will help teachers and students at schools usually students dont tell the teacher if he is getting confused or bored and i think that it is a great way to use the value of that technology to students in classrooms in conclusion the facial action coding system facs would help with teachers and students in classrooms to work more together i do think that this new technology is worth to read students emotional expressions,3
14,d7d13df,dear state senator the electoral college is a process not a place when the founding fathers established it in the constitution as a compromise between election of the president by a vote in congress and also a popular vote of approved citizens that should stay remain the same they should not be any change to the electoral college system the electoral college process consists of the selection of the electorals when the electors have a meeting thats when they are able to for the president vice president that is running for office the electoral college consists of electors majority of electoral vote is to elect the president each state is entitled allotment in its congressional delegation which means one for each member in the house of representives plus two for your senators under the rd amendment of the constitution the district of columbia is allocated three electors and are treated like a state for purposes of the electoral college each candidate that is running in the election has their own group of electors generally chosen by the candidates political party the presidential election is held every four years on the tuesday after the first monday in november the voters help choose their states electorals when they voted for the president when they vote for the candidate they are actually votin for the candidates electors voters are more likely to pay attention to the efforts the candidate put to win the election like the campagin the electoral college system has a method called winner takeall that awards all the electors to the winning presidental candidate after the presidental election the state governor will prepare a certificate of ascertainment that which list all the of the candidates that ran for office along with the names for their respective electors the certificate of ascertainment also declares the winner of the presidental candidate of your state the certificate of ascertainment is sent to the congress and the national archives as part of the offical records of presidential election,1
15,d666983,new and innovative things are created as the future grows near many of this inventions or discoveries help to advance our society knowledge and efficiency however some of these inventions might seem like a step toward success or like the most efficient thing possible but it can also be a danger to the society driverless cars are one of these dangerous inventions although driverless cars might seem like the next big thing that allows the busy workers of today to multitask can it also be a threat to the wellbeing of others driverless cars are likely to appeal to people in todays society for two main reasons that contradict each other one of these reasons being that todays society consists of some of the most overbooked not only adults but teenagers as well a driverless car likely peeks the interest of people like this because it allows them to multitask and have additional time to do homework or prepare a presentation for an important meeting etc the second main reason that contradicts the appeal to the first group of people is that some people in todays society are also incredibly lazy with so many inventions that make things easier in life a driverless car is just another one in todays society technology is so advanced that people dont need to be face to face to communicate or express feelings with one another so why would you if you dont have to people can order food to be delivered to their homes so why go to the store when you dont need to people can use hoverboards to go down the street so why walk when you dont need to and so on although a driverless car wont be replacing any physical activities like walking or going to the store etc it does add to the lazieness of people in todays society although a driverless car can be served as a way to be more efficient and productive for some of the busiest people today and can be a time for some of the lazier people in todays society to get in an extra twenty minutes or so of sleeping it defeats the guidelines of a driverless car althougn a driver in a driverless car does not need to do any of the driving unless instructed otherwise by the car the driver still does need to stay alert with there eyes on the road at all times in order to be on the lookout for any construction accidents etc to avoid although people are instructed to continuing being alert even though they do not need to drive for the most part knowing how people are today many will just ignore this instruction or forget about it which could put peoples lives at risk one of the biggest issues that can arise with a driverless car is it mechanics and liability although after being thouroughly tested by google and it is reported that after driving more than half a million miles the cars did not crash there is always a chance that there could be an accident although there is always this chance with normal cars and drivers this can be more possible with driverless cars because the driver might not be alert like they should be and there is a construction site that the car was not aware of or the cars automatic brakes malfunction and the car crashes etc no matter what type of car it is there is always a chance that something could go wrong however it is not only that driverless cars could be more dangerous than normal cars but people in society today could be what sets these cars apart with nearly everything automatic people might take advantage of this feature and think that it protects them from everything and be reckless with their actions so it is not that driverless cars could be more dangerous and a bigger threat to society it is that people today could be more dangerous more reckless and bigger threat to society if they were provided with driverless cars therefore it is is not that driverless cars are not ready for people in todays society people in todays society are not ready for driverless cars,5
16,9d4a923,cars have become apart of the everyday life of the average person its a mode of transportaion that everyone uses in every second of their life though it is faster then walking itself cars are not always helpful to us sources inidcate that by limiting car usage it is possible to relieve stress and reduce pollution limiting the use of cars can bring less stress to the everyday driver when in a car it is easy to see when the driver is stressed out stress accumulates with traffic jams or when someone is becoming infuriated by another driver who is driving right in front of the other driver and going really slow there are people who have seen there stress levels drop when they are not in or dont own a car for instance a community in vauban germany at least percent of their residents dont own a car while percent sold their car to move there a woman heidrun walter who is a resident there stated when i had a car i was always tense im much happier this waysource this verifies how people can get away from stress by just not having a car in bogota colombia there is a day when automobiles are banned for a day with the execption of buses and taxis this day has become very popular and is a good opportunity to take away stresssource as said by carlos arturo plaza a business man who rode a twoseat bicycle with his wife on that day on this day millions colombians hiked biked skated or took buses to work leaving the streets free of any traffic jam when a driver gets stressed out he most as stated in source this shows the number of people who participated in this event and also shows their less stressful alternative modes of transportation along with relieving stress pollution will become less of a problem cars are beneficial when it comes transportation but they can cause harm to the environment as well pollution is a major problem in the todays world and with the number of cars that are in use everyday it will only become worse smog or any other type of pollution can cause a city or even a country to take action such a paris fance who put a ban on driving to reduce pollution in their city which rivaled beijing china known as the one the most polluted cities in the world as said in source this strenghens the problems that cars pose on the world these problems can lead to delivery companies losing money because the ban was put up and wont be lifted until the smog is gone in addition more information about car pollution can be found in source there it talks about how cars are the linchpin of suburbs and how theyre a huge impediment to current efforts to drasticallly reduce greenhouse gas emissions in some places this is slowly resolving itself places such as the united states have seen a drop in miles driven per person since its peak in sociologists believe that it will have beneficial implications carbon emissions and the environmentsource this indicates that while it is a major issue it is not impossible to solve it cars are an easy and fast form of transportation but they can also cause harm to people and the environment no matter how beneficial cars are to us wouldnt it be better to limit the use of them this way if cars usage is limited then the less problems we face,5
17,71e018b,venus is one the brightest points of light in the night venus is the closest to earth its even referred to as earths twin astronaunts have traveled to planets such as the moon theyve even studied the moon in various occasions venus is just as close to earth than the moon so why not study it astronomers are fascinated by venus because it may have once looked like earth nasa has a compelling idea for sending humans to study venus the solution to the extreme conditions on the surface would allow scientists to float above solar power would be enough and radiation would not exceed earth levels it would not be easy for humans but it would be survivable venus is just like any other planet its not fully liveable like earth astronomers would have to be creative and work around conditions like these to try and study planets nasa wanted to study venus so now all they have to do is work on some equipment that can handle these extreme conditions with humans modern technology can make studying venus easy this planet isnt as dangerous as it seems between the harsh conditions and hot weather its just like any other planet its even like earth earth gets hot too earth has harsh conditions but we live here why do astronomers hesitate to study venus then its close to earth and it once was just like earth sending the right technology to venus could help it venus is sometimes called the evening star venus may seem very dangerous to some but with some simplified electronics studying it can be possible venus is just another planet it may have hot weather and very extreme conditons but so do other planets therefore we shouldnt be limited to a few planets because of dangers,4
18,5e9c6d0,the face here at nasa is not created by aliens here at nasa mars global survey spacecraft we have revealed that the face on mars for what it reallys is a mesa just like said in praragraph on april when mars global surveyor flew over cydonia for the first time michael malin and his mars orbiter camera team snapped a picture ten times sharper then the original viking photos here at nasa we have sent a lot of our people out to take pictures to prove others wrong that this face wasnt created by aliens thousands of anxious web surfers were waiting when the imagee appeared on a jpl web site revealing a natural landform after all there was no alien monument people then told us that the camera had to peer through wispy clouds to see the face we had already proved to everyone that aliens hadnt created the face at nasa we had proven that the picture actually shows the martian equivalent of a butte or mesa which is landforms common around the american west after all there wasnt any aliens who created the picture and we proved that it was just a natural landform and that there was no alien monument after all,2
19,9e599a1,many people have heard of the face of mars my friend and i were arguing about if it was ancient bona fide evidence of life on mars or a natural landform we argued a bit but he finally believed me after i told him the real facts here is my evidence of the face being a natural landform beggining with the first image ever uploaded on the face many believed the face to be some sort of alien artifact nasa stated it was a rock formation and this would be proved over a period of years firstly when the picture was taken scientist thought it could have been an ancient artifact but then found out it was just a mesa but with unusual shadows to give its appearance this is stated in all of paragraph there must have been a degree of surprise among mission controllers back at the propulsion lab when the face appeared on their monitors but the sensation was short lived scientists figured it was just another martian mesa common enough around cydonia only this one had unusual shadows that made it look like an egyptian pharaoh next much better photos were taken almost years after the original image this is stated in this sentence we photographed the face as soon as we could get a good shot at it and so on april when mars global surveyor flew over cydonia for the first time michael malin and his mars orbiter camera moc team snapped a picture ten times sharper than the original viking photos finally a final picture taken in was the key to finishing the research and to prove it was just a mesa beggining with each pixel in the image spans meters compared to meters per pixel in the best viking photo and is also stated in so if there were objects in this picture like airplanes on the ground or egyptianstyle pyramids or even small shacks you could see what they were nevertheless the controversial photo was disproven this shows how much a popular photo can become a question science can or cannot answer so it is finally over and done with the face was actually a mesa with a shadow taken at the perfect time to show a face,3
20,79ff04e,studying venus is dangerous but there is good insight we can find in this firstin the challenge of exploring venus the author says earths twin venus is the closest planet to earth in terms of density and size since it has a lot in common with earth it is good to have a litle insight on this planet in the article it says that the planet has a surface of rocky sediment and includes familiar features sich as valleys moutains and craters this shows how much earth and venus have incommon this also gives us an opertunity to take a planetary visit to venus in the future despite the dangers it could cause on someone next in the reading it says that venus has a thick atmosphere of almost percent carbon dioxid blankets this is one example of how dangerous venus is in the article is says also notable venus has the hottest surface temperatue of any planet in our solar system even though mercury is closer to the sun this is another example of how dangers venus is however going to venus is not a bad idea beacuse life form could have been there in the past people believe life forms could have existed beacuse of the examples like caters moutains and valleys despite venus being the hottest planet in our solar system then on that note venus is not the cloestet planet to the sun but has the highest tempature than all of your planets in the solar system however studying venus can give us insight on what to make to prevent for somone or something burning on its surface while we have been studying venus all we have seen is a look from a ship orbiting above the planet that gives us little intel on it surface we get little intil from that beaucse most forms of light cannot penetrate the dense atmosphere however if scientists seeking to conduct venus will have to get closer to the planet lastly in the reading it says venus sometimes called the evening star is one of the brightest points of light in the night sky but not all people know that venus is not a star it is a planet however to a amateur stargazer it may just look like another star venus is called earths twin beaucse of how alike they are in distance some scientist think this is intersting and want to look into this planet despite the dangers of it some scientist have looked into venus but only have sent unmanned trips the reasoning is the ship would only last a new hours at the most on venus in conclusionvenus is a every intersitng plaet to look into despite the dangers it can cause,2
